x y
293.97843314621656 997.9649319074912
197.17822943854878 1195.8028122463218
1209.5090770660784 491.1826200371889
298.518443998346 1001.944470674212
1090.2580376563017 414.01161922007077
1193.0161972462915 496.09384771837506
291.02423436638236 993.8491990076541
291.81586658958753 986.282375878309
198.55641880026837 1181.9927941530111
1098.660768767182 413.2469921072651
1201.7121831363977 479.56685310008726
1099.1138150451338 400.1975418571254
187.0878746465051 1193.7278495601001
1108.9159049250552 402.37105030538754
213.80966373130823 1205.4037422752601
1108.2803283254775 394.3571266853059
190.1278748112103 1200.5130686578043
1110.1875282440858 395.9366614291331
205.34319109745314 1189.1278466335264
201.39188626567181 1201.951987144061
287.9603693887819 1013.05056906255
1204.4044650423937 498.31940065282413
301.9749606888504 1011.582657367741
204.7462366272066 1208.9043177545645
1204.711820607438 520.7732099541205
184.78201897739456 1199.761222158776
1219.7886381961741 500.44146956833646
1089.420923793469 396.48405863418475
221.80561666111373 1214.6663316363397
1085.7766430583977 398.65588560635695
297.03618080003736 1000.8243010598856
1205.582210733713 504.8839408634454
291.9484390424786 1001.1161072355412
1202.4482188497436 498.69300975009236
310.6487558462962 1006.9547953281176
1208.6356905043142 508.75400180923964
289.24361416128073 995.299986386301
1194.329477359953 496.0157649118681
1102.8226232960028 391.20047131524507
1104.8429425114139 380.6216791049459
