x y
1382.5766295675455 901.4292621772394
103.90961890355489 1391.7907410178138
908.8912291478432 387.39560133713235
1299.7402534530943 586.1395987493192
1400.5791604059139 904.4253972010772
1400.6528784566865 909.8944106355497
1398.0644885664003 908.1609750690811
703.0603815579725 105.92153361590533
1290.451055659042 602.3857750471535
602.4947298070786 1097.869264636757
102.48820260032915 1391.880108668414
705.5239110370068 92.23249666828903
105.55500727837709 1387.3163838619253
1304.622538153869 596.6336360447631
1392.2367247334316 894.7158058784535
104.00674650278407 1389.6446411019688
901.6964519054719 407.04938446748093
888.2547776465067 378.7600005985572
712.9213161827272 114.46948492947264
1303.1852313713327 597.3103047076839
903.5188591809911 414.2303704637462
105.31502706548235 1397.4349814477243
1296.0241379288595 609.833874786497
610.3336399040758 1089.3410023401836
895.3515850131142 415.4246895485331
1275.2901529585824 594.7341138715798
875.7032247949123 403.2889548831395
693.0471534834252 94.55321919854484
1311.3211351001207 593.0976750006794
598.0827767773783 1100.3218332904532
1390.4428374985591 899.8940068644192
1405.4611773155102 914.5203424863001
902.07342190364 410.61441506357335
78.64911584836233 1401.0187420348475
1399.9702946181358 886.2465097268821
701.127384715616 94.5415827198738
704.9905826246251 118.6128255128175
899.0147145323253 393.31281336080434
619.3928947937998 1100.8078824446739
698.3386338859198 125.62041522961131
1401.3417893809813 906.155603723896
600.1219639219747 1098.997705057821
97.57976835004608 1407.751655305787
901.7145051266649 403.8125494827059
1291.198609400399 588.496542630329
607.3156383426865 1116.1941644865212
116.61380527215415 1379.2546982990668
717.6576741197823 95.30352933627461
1396.319327736875 884.9003056391434
897.7393471731498 414.9383959165624
96.79451975393299 1390.3900986986237
1295.2747224330092 586.7712864040283
87.2667494107806 1402.376684316895
596.7448799139258 1095.7374996634746
694.4930056097306 101.63161537823977
711.8556207737197 107.57105540682288
601.641194660339 1112.1958315996305
592.3819834647838 1110.9138177840377
606.809275775977 1095.8943746151479
1300.3660870730077 572.1222295895877
